10,9.90E+08,8.76E+06,8.07E+09
20,9.87E+08,1.76E+07,7.65E+09
30,9.89E+08,2.56E+07,7.31E+09
40,9.88E+08,3.35E+07,6.93E+09
50,9.89E+08,4.05E+07,6.67E+09
60,9.82E+08,4.68E+07,6.52E+09
70,9.86E+08,5.41E+07,6.28E+09
80,9.89E+08,6.06E+07,5.87E+09
90,9.87E+08,6.66E+07,5.71E+09
100,9.84E+08,7.25E+07,5.52E+09
200,9.84E+08,1.23E+08,4.46E+09
1802,9.77E+08,3.88E+08,8.09E+08
