1,5.65E+08,9.14E+06,8.27E+09
2,5.60E+08,1.82E+07,7.90E+09
3,5.62E+08,2.73E+07,7.65E+09
4,5.69E+08,3.67E+07,7.37E+09
5,5.63E+08,4.57E+07,6.78E+09
6,5.62E+08,5.42E+07,6.01E+09
7,5.62E+08,6.12E+07,5.78E+09
8,5.62E+08,6.73E+07,5.78E+09
9,5.62E+08,7.49E+07,5.76E+09
10,5.62E+08,8.11E+07,5.31E+09
20,5.61E+08,1.33E+08,3.95E+09
181,5.64E+08,4.21E+08,9.10E+08
