100,1.38E+09,7.21E+06,7.91E+09
200,1.38E+09,1.43E+07,7.67E+09
300,1.37E+09,2.09E+07,7.34E+09
400,1.37E+09,2.73E+07,7.13E+09
500,1.38E+09,3.36E+07,6.85E+09
600,1.37E+09,3.93E+07,6.67E+09
700,1.38E+09,4.53E+07,6.46E+09
800,1.37E+09,5.08E+07,6.21E+09
900,1.37E+09,5.60E+07,5.96E+09
1000,1.38E+09,6.22E+07,5.80E+09
2000,1.37E+09,1.04E+08,4.36E+09
18017,1.38E+09,3.50E+08,8.38E+08
